country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
Russia,2824-HJQPP,8551131035,2020-11-19,2020-12-19,8687,0,0,2020-12-08,19,0
United States,9149-MATVB,8553422918,2021-11-26,2021-12-26,5142,0,0,2021-12-18,22,0
Spain,8942-ERSWK,8564835935,2021-10-27,2021-11-26,953,0,0,2021-11-01,5,0
United States,9323-NDIOV,8568370573,2020-01-18,2020-02-17,5655,1,0,2020-03-12,54,24
China,0709-LZRJV,8575598490,2020-07-13,2020-08-12,2698,1,0,2020-08-24,42,12
Spain,9250-VHLWY,8576086686,2020-03-14,2020-04-13,3800,0,0,2020-03-29,15,0
China,6708-DPYTF,8582366228,2020-09-03,2020-10-03,2742,0,0,2020-10-06,33,3
Spain,8942-ERSWK,8585978960,2021-10-19,2021-11-18,739,0,0,2021-10-29,10,0
Spain,9286-VLKMI,8595337570,2020-08-19,2020-09-18,4425,0,0,2020-08-22,3,0
Spain,3676-CQAIF,8598688213,2020-02-25,2020-03-26,2593,0,0,2020-04-02,37,7
Russia,6004-KITZM,8604269690,2021-08-01,2021-08-31,8337,0,0,2021-08-30,29,0
China,1080-NDGAE,8610241270,2020-03-14,2020-04-13,9582,0,0,2020-03-31,17,0
France,5284-DJOZO,8615012107,2020-01-27,2020-02-26,5381,0,0,2020-02-11,15,0
Spain,3676-CQAIF,8623313803,2020-02-07,2020-03-08,4452,0,0,2020-03-17,39,9
Spain,7372-CESLR,8631854540,2021-04-15,2021-05-15,2245,0,0,2021-05-12,27,0
Spain,7372-CESLR,8634528747,2020-09-10,2020-10-10,5282,0,0,2020-09-28,18,0
Russia,7946-HJDUR,8636390396,2020-03-29,2020-04-28,5538,0,0,2020-04-22,24,0
Spain,6296-UKEUZ,8638140916,2020-12-07,2021-01-06,2142,0,0,2020-12-08,1,0
China,3598-DNURW,8645315959,2020-01-26,2020-02-25,4702,0,0,2020-02-09,14,0
United States,5592-UQXSS,8653422623,2021-02-06,2021-03-08,3722,0,0,2021-03-03,25,0
China,9212-BTDMX,8656503168,2021-05-19,2021-06-18,3515,0,0,2021-06-05,17,0
Russia,6627-ELFBK,8659733546,2021-07-01,2021-07-31,5797,0,0,2021-07-14,13,0
Spain,6296-UKEUZ,8663805291,2021-03-05,2021-04-04,1480,0,0,2021-03-07,2,0
France,9771-QTLGZ,4318317513,2021-08-17,2021-09-16,6464,1,1,2021-09-04,18,0
China,1080-NDGAE,8673161784,2021-01-15,2021-02-14,10000,1,0,2021-02-13,29,0
Spain,8690-EEBEO,8673355331,2021-07-26,2021-08-25,6418,0,0,2021-08-26,31,1
China,9174-IYKOC,8675080549,2021-11-24,2021-12-24,5162,0,0,2021-12-18,24,0
China,7329-TWKLF,8680785503,2021-09-08,2021-10-08,8450,0,0,2021-09-23,15,0
China,9212-BTDMX,8682159283,2020-10-19,2020-11-18,4500,0,0,2020-10-31,12,0
France,2621-XCLEH,8691041327,2020-04-16,2020-05-16,7406,0,0,2020-05-30,44,14
China,5196-TWQXF,8696910353,2020-06-21,2020-07-21,8234,0,0,2020-07-04,13,0
France,4651-PMEXQ,8701747713,2020-01-09,2020-02-08,10032,0,0,2020-02-11,33,3
France,6833-ETVHD,8710240010,2020-09-15,2020-10-15,8417,0,0,2020-10-02,17,0
Russia,6627-ELFBK,8711368352,2020-11-18,2020-12-18,8049,1,1,2020-12-25,37,7
United States,7260-ZHAKS,8711889452,2021-05-17,2021-06-16,5531,0,0,2021-06-12,26,0
Russia,5613-UHVMG,8713304663,2020-10-04,2020-11-03,6459,1,0,2020-11-26,53,23
France,5164-VMYWJ,8718207011,2020-10-25,2020-11-24,6520,0,0,2020-11-11,17,0
Russia,7695-NKUXM,8718899384,2020-11-20,2020-12-20,3812,1,0,2020-12-12,22,0
China,6160-HCSFI,8731613770,2020-01-18,2020-02-17,7744,0,0,2020-02-11,24,0
France,9322-YCTQO,8732544679,2021-07-16,2021-08-15,8639,0,0,2021-08-26,41,11
France,1447-YZKCL,7218760518,2021-08-18,2021-09-17,6293,1,1,2021-09-21,34,4
China,2423-QOKIO,8733352411,2021-06-17,2021-07-17,6421,0,0,2021-07-03,16,0
Spain,7372-CESLR,8737102611,2021-01-02,2021-02-01,2750,0,0,2021-01-27,25,0
China,6708-DPYTF,8738019739,2020-01-21,2020-02-20,9219,0,0,2020-02-19,29,0
China,2820-XGXSB,8742038745,2020-06-01,2020-07-01,5591,0,0,2020-06-07,6,0
Spain,0688-XNJRO,8748260263,2020-12-31,2021-01-30,4481,0,0,2021-02-16,47,17
United States,6831-FIODB,8765324049,2020-01-16,2020-02-15,6284,0,0,2020-02-10,25,0
France,4640-FGEJI,8772170448,2020-05-22,2020-06-21,5974,0,0,2020-06-18,27,0
Russia,1604-LIFKX,8780390122,2020-08-17,2020-09-16,8795,0,0,2020-09-27,41,11
Russia,3568-JJMFW,8786637235,2021-10-15,2021-11-14,6071,1,0,2021-11-08,24,0
France,1447-YZKCL,8788784425,2020-04-12,2020-05-12,7329,0,0,2020-05-18,36,6
United States,3993-QUNVJ,8788830849,2021-09-03,2021-10-03,8491,0,0,2021-09-19,16,0
China,6160-HCSFI,8793921356,2021-08-17,2021-09-16,8291,0,0,2021-08-28,11,0
United States,3831-FXWYK,8808258474,2020-11-04,2020-12-04,6603,0,0,2020-12-05,31,1
United States,0706-NRGUP,8810803769,2020-07-23,2020-08-22,2962,0,0,2020-08-31,39,9
China,3598-DNURW,8813796388,2021-04-26,2021-05-26,5706,0,0,2021-05-11,15,0
United States,9323-NDIOV,8815422174,2021-07-17,2021-08-16,2942,0,0,2021-08-10,24,0
United States,7260-ZHAKS,8820244619,2021-09-12,2021-10-12,1970,0,0,2021-10-06,24,0
United States,3993-QUNVJ,8828293477,2020-08-02,2020-09-01,6790,0,0,2020-08-18,16,0
Spain,1168-BEASA,8835176664,2020-12-30,2021-01-29,5986,0,0,2021-01-25,26,0
France,7245-CKNCN,8840023232,2020-02-07,2020-03-08,8889,0,0,2020-02-29,22,0
France,6833-ETVHD,8844419761,2021-05-10,2021-06-09,5469,0,0,2021-06-01,22,0
Spain,9460-VAZGD,8852045930,2020-04-16,2020-05-16,6478,0,0,2020-05-13,27,0
Spain,9883-SDWFS,8857063465,2021-02-14,2021-03-16,778,0,0,2021-03-15,29,0
China,8820-BLYDZ,8857627389,2020-04-08,2020-05-08,8349,0,0,2020-04-20,12,0
Spain,9883-SDWFS,8861999698,2020-07-28,2020-08-27,4524,1,0,2020-09-12,46,16
Spain,9460-VAZGD,8862522772,2020-05-31,2020-06-30,2691,0,0,2020-06-21,21,0
China,2423-QOKIO,8864060748,2021-08-13,2021-09-12,6106,0,0,2021-08-30,17,0
France,0783-PEPYR,5564408624,2021-08-22,2021-09-21,5069,1,0,2021-10-05,44,14
Russia,3271-HYHDN,8871842653,2020-03-05,2020-04-04,5707,0,0,2020-03-14,9,0
France,7245-CKNCN,8873482075,2020-05-21,2020-06-20,9386,0,0,2020-06-13,23,0
United States,0465-DTULQ,8875015994,2020-11-16,2020-12-16,7621,0,0,2020-12-20,34,4
Spain,9250-VHLWY,8891547275,2021-02-18,2021-03-20,5853,0,0,2021-03-18,28,0
United States,9149-MATVB,8892880121,2020-06-22,2020-07-22,4835,0,0,2020-07-18,26,0
China,0379-NEVHP,8893171508,2021-05-29,2021-06-28,6849,0,0,2021-06-06,8,0
Spain,8942-ERSWK,8893780423,2021-10-19,2021-11-18,2022,0,0,2021-10-27,8,0
United States,7856-ODQFO,8898728543,2021-04-07,2021-05-07,8415,1,0,2021-05-07,30,0
United States,7260-ZHAKS,8900955747,2020-09-06,2020-10-06,4499,0,0,2020-09-26,20,0
Russia,7946-HJDUR,8908680989,2021-03-31,2021-04-30,4807,0,0,2021-04-26,26,0
China,7209-MDWKR,8911239770,2021-04-24,2021-05-24,6934,0,0,2021-05-28,34,4
France,4092-ZAVRG,368163381,2021-08-23,2021-09-22,6268,1,1,2021-09-11,19,0
China,3569-VJWXS,8921244707,2021-01-26,2021-02-25,5842,0,0,2021-02-19,24,0
China,2423-QOKIO,8922128667,2021-03-05,2021-04-04,7349,0,0,2021-04-01,27,0
United States,0465-DTULQ,8925106994,2021-01-18,2021-02-17,6448,0,0,2021-02-23,36,6
United States,9323-NDIOV,8926617482,2020-11-25,2020-12-25,5201,1,0,2021-01-19,55,25
United States,2447-JCFGW,8927871048,2021-03-19,2021-04-18,6660,0,0,2021-04-11,23,0
United States,5592-UQXSS,8935367432,2020-04-09,2020-05-09,6316,1,0,2020-05-26,47,17
China,2423-QOKIO,8938303761,2020-06-02,2020-07-02,7395,0,0,2020-06-28,26,0
China,7841-HROAQ,8942200261,2020-07-21,2020-08-20,6433,0,0,2020-08-07,17,0
United States,7260-ZHAKS,8945106531,2020-07-14,2020-08-13,6749,0,0,2020-07-29,15,0
Spain,3271-YDPUJ,8945288109,2020-07-07,2020-08-06,3181,0,0,2020-07-19,12,0
China,7209-MDWKR,8951862221,2020-10-26,2020-11-25,7492,0,0,2020-11-25,30,0
France,7600-OISKG,5352209758,2021-08-25,2021-09-24,6057,1,1,2021-09-14,20,0
France,1447-YZKCL,8965430329,2020-06-16,2020-07-16,6160,0,0,2020-07-22,36,6
Russia,5924-UOPGH,8969881000,2020-09-19,2020-10-19,9164,0,0,2020-10-10,21,0
China,9174-IYKOC,8973326459,2020-07-31,2020-08-30,5308,0,0,2020-09-10,41,11
United States,0706-NRGUP,8978691415,2021-10-03,2021-11-02,4436,0,0,2021-10-28,25,0
United States,6077-FDQRK,8983088903,2020-04-17,2020-05-17,4617,0,0,2020-05-14,27,0
United States,7260-ZHAKS,8984387474,2020-06-27,2020-07-27,5640,0,0,2020-07-21,24,0
United States,9323-NDIOV,8996690503,2020-09-18,2020-10-18,6132,1,0,2020-10-25,37,7
France,4632-QZOKX,8455537995,2021-09-02,2021-10-02,4724,1,0,2021-09-28,26,0
United States,0465-DTULQ,9010084863,2021-11-13,2021-12-13,5822,0,0,2021-12-12,29,0
China,9212-BTDMX,9010843366,2020-01-16,2020-02-15,4925,0,0,2020-02-08,23,0
United States,0465-DTULQ,9012691752,2021-07-20,2021-08-19,3855,0,0,2021-08-15,26,0
China,2125-HJDLA,9012800022,2021-07-22,2021-08-21,3342,1,0,2021-08-29,38,8
Spain,9250-VHLWY,9013501866,2020-07-23,2020-08-22,5882,0,0,2020-08-13,21,0
China,5529-TBPGK,9016415003,2021-10-10,2021-11-09,4192,0,0,2021-11-03,24,0
China,3598-DNURW,9018028314,2021-06-05,2021-07-05,5733,0,0,2021-06-20,15,0
France,6048-QPZCF,6109735891,2021-09-03,2021-10-03,9027,1,0,2021-09-21,18,0
France,5284-DJOZO,9027165795,2021-07-30,2021-08-29,6815,0,0,2021-08-06,7,0
France,5164-VMYWJ,9028881795,2021-01-03,2021-02-02,6766,0,0,2021-02-01,29,0
China,8820-BLYDZ,9037173247,2021-09-30,2021-10-30,6682,0,0,2021-10-01,1,0
Russia,8887-NCUZC,9037530272,2021-05-13,2021-06-12,3184,0,0,2021-06-05,23,0
China,9841-XLGBV,9039192109,2020-06-11,2020-07-11,2718,0,0,2020-07-11,30,0
France,6048-QPZCF,9042158941,2020-08-30,2020-09-29,7559,0,0,2020-09-06,7,0
China,5529-TBPGK,9046073849,2020-04-07,2020-05-07,8431,0,0,2020-05-16,39,9
China,6632-CGYHU,9052269765,2020-10-18,2020-11-17,9861,0,0,2020-11-07,20,0
United States,2447-JCFGW,9054937897,2020-04-13,2020-05-13,6149,0,0,2020-05-09,26,0
China,8156-PCYBM,9057872088,2021-02-06,2021-03-08,8093,0,0,2021-03-04,26,0
United States,0625-TNJFG,9061983609,2021-06-02,2021-07-02,6786,0,0,2021-06-28,26,0
Spain,1408-OQZUE,9065240153,2020-04-20,2020-05-20,5494,0,0,2020-05-17,27,0
Spain,7654-DOLHO,9069342751,2020-08-28,2020-09-27,6955,0,0,2020-09-23,26,0
France,4640-FGEJI,806089606,2021-09-12,2021-10-12,7618,1,1,2021-10-05,23,0
China,6632-CGYHU,9073174131,2021-02-09,2021-03-11,9297,0,0,2021-02-19,10,0
United States,6077-FDQRK,9077886672,2020-09-06,2020-10-06,3023,0,0,2020-09-22,16,0
Spain,3676-CQAIF,9080028887,2020-03-02,2020-04-01,4597,0,0,2020-04-09,38,8
Spain,6177-VTITE,9081761696,2021-07-19,2021-08-18,6501,0,0,2021-08-03,15,0
France,6833-ETVHD,9083415808,2021-09-25,2021-10-25,5638,0,0,2021-10-20,25,0
France,9117-LYRCE,9086013190,2021-01-15,2021-02-14,6011,0,0,2021-02-27,43,13
China,2423-QOKIO,9089611762,2021-06-12,2021-07-12,9172,0,0,2021-07-02,20,0
China,0379-NEVHP,9091156209,2020-12-03,2021-01-02,5247,0,0,2020-12-19,16,0
Spain,9883-SDWFS,9092385558,2020-10-09,2020-11-08,1877,0,0,2020-11-09,31,1
China,6708-DPYTF,9094577240,2020-07-11,2020-08-10,7360,0,0,2020-08-24,44,14
France,8976-AMJEO,9095475537,2021-06-15,2021-07-15,9356,0,0,2021-07-08,23,0
China,6160-HCSFI,9097859581,2021-01-24,2021-02-23,4464,0,0,2021-02-11,18,0
United States,9149-MATVB,9099988532,2020-11-28,2020-12-28,2432,0,0,2020-12-25,27,0
China,7329-TWKLF,9108099905,2020-05-02,2020-06-01,7330,0,0,2020-05-19,17,0
United States,7856-ODQFO,9111152226,2020-09-25,2020-10-25,4424,0,0,2020-10-19,24,0
France,3448-OWJOT,2739453651,2021-09-14,2021-10-14,6014,1,1,2021-10-16,32,2
China,8156-PCYBM,9121577010,2021-09-28,2021-10-28,7625,0,0,2021-10-24,26,0
Russia,6627-ELFBK,9124590748,2021-05-31,2021-06-30,6651,0,0,2021-06-16,16,0
China,9841-XLGBV,9146955602,2020-05-17,2020-06-16,3884,0,0,2020-06-14,28,0
France,0783-PEPYR,3922850581,2021-09-17,2021-10-17,7287,1,1,2021-11-13,57,27
France,4640-FGEJI,9163369386,2020-06-04,2020-07-04,4375,0,0,2020-06-25,21,0
China,2125-HJDLA,9166038468,2021-08-03,2021-09-02,6973,0,0,2021-09-03,31,1
United States,2687-XWAMA,9169343910,2021-02-15,2021-03-17,5229,0,0,2021-03-04,17,0
China,6708-DPYTF,9171870990,2021-03-19,2021-04-18,8799,0,0,2021-04-28,40,10
United States,7050-KQLDO,9176928131,2021-05-22,2021-06-21,7786,0,0,2021-06-07,16,0
Spain,1408-OQZUE,9180666472,2020-02-13,2020-03-14,6828,0,0,2020-03-19,35,5
China,6632-CGYHU,9183796742,2020-03-13,2020-04-12,8185,0,0,2020-03-26,13,0
France,9117-LYRCE,9184635048,2021-10-13,2021-11-12,6825,1,1,2021-11-16,34,4
Spain,9883-SDWFS,9186926292,2021-02-26,2021-03-28,2637,0,0,2021-03-31,33,3
Russia,5875-VZQCZ,9188803308,2021-07-22,2021-08-21,6757,0,0,2021-08-07,16,0
Spain,8690-EEBEO,9188939939,2021-10-30,2021-11-29,5716,0,0,2021-12-05,36,6
China,5920-DPXLN,9189385048,2021-10-17,2021-11-16,6537,0,0,2021-11-01,15,0
France,4640-FGEJI,9191319419,2020-12-25,2021-01-24,5859,0,0,2021-01-23,29,0
Spain,1408-OQZUE,9192101573,2021-07-06,2021-08-05,1309,0,0,2021-08-02,27,0
Russia,7946-HJDUR,9193816294,2021-08-22,2021-09-21,5885,0,0,2021-09-19,28,0
France,4632-QZOKX,9540987941,2021-09-19,2021-10-19,3390,1,1,2021-11-08,50,20
Russia,8364-UWVLM,9200291512,2020-05-11,2020-06-10,5492,1,0,2020-07-04,54,24
Russia,8887-NCUZC,9200902255,2021-07-12,2021-08-11,2625,1,0,2021-08-16,35,5
United States,2687-XWAMA,9201510343,2020-04-20,2020-05-20,5206,0,0,2020-05-04,14,0
United States,3993-QUNVJ,9202536124,2021-06-21,2021-07-21,8106,0,0,2021-06-30,9,0
Spain,6296-UKEUZ,9215762028,2021-02-27,2021-03-29,3510,0,0,2021-03-04,5,0
Spain,6177-VTITE,9215826735,2020-11-11,2020-12-11,5430,0,0,2020-12-01,20,0
France,8389-TCXFQ,1907393570,2021-09-22,2021-10-22,6776,1,1,2021-10-22,30,0
Russia,5875-VZQCZ,9227624437,2020-08-14,2020-09-13,8927,0,0,2020-09-10,27,0
Russia,6004-KITZM,9232223339,2020-12-14,2021-01-13,5856,0,0,2021-01-07,24,0
China,8156-PCYBM,9236280634,2020-01-17,2020-02-16,6715,0,0,2020-02-29,43,13
China,5529-TBPGK,9236420705,2020-09-11,2020-10-11,2809,0,0,2020-10-18,37,7
France,5573-KSOIA,9238366168,2021-11-14,2021-12-14,10458,0,0,2021-12-11,27,0
United States,7856-ODQFO,9239905667,2021-02-17,2021-03-19,4341,1,0,2021-03-22,33,3
Russia,8364-UWVLM,9242384432,2020-10-10,2020-11-09,10585,0,0,2020-10-31,21,0
France,3448-OWJOT,9544630517,2021-09-22,2021-10-22,8638,1,0,2021-11-11,50,20
France,9771-QTLGZ,2163218884,2021-09-23,2021-10-23,5654,1,1,2021-10-11,18,0
Russia,6004-KITZM,9250019415,2020-06-05,2020-07-05,7490,0,0,2020-06-18,13,0
France,5164-VMYWJ,9250499188,2021-07-29,2021-08-28,7537,0,0,2021-08-23,25,0
Spain,9460-VAZGD,9254517013,2020-03-03,2020-04-02,2939,0,0,2020-03-21,18,0
United States,2687-XWAMA,9257925380,2021-10-11,2021-11-10,6206,0,0,2021-10-18,7,0
China,0709-LZRJV,9258277700,2021-07-02,2021-08-01,4471,0,0,2021-07-24,22,0
France,6833-ETVHD,9262446048,2020-09-02,2020-10-02,6668,0,0,2020-09-12,10,0
United States,6077-FDQRK,9264242334,2021-06-14,2021-07-14,4818,0,0,2021-06-30,16,0
France,7245-CKNCN,9265800851,2021-05-02,2021-06-01,7436,0,0,2021-05-13,11,0
Russia,7695-NKUXM,9268191212,2020-10-07,2020-11-06,4752,0,0,2020-10-21,14,0
France,6048-QPZCF,3166292468,2021-09-25,2021-10-25,8858,1,0,2021-10-19,24,0
China,1080-NDGAE,9288370923,2020-07-04,2020-08-03,7747,1,0,2020-08-05,32,2
France,7245-CKNCN,9294398501,2020-06-06,2020-07-06,4972,0,0,2020-06-19,13,0
China,2676-DZINU,9298034378,2021-05-13,2021-06-12,6869,0,0,2021-05-22,9,0
China,9014-WENVB,9312710244,2020-09-25,2020-10-25,5956,0,0,2020-10-17,22,0
Russia,2824-HJQPP,9313451295,2020-03-04,2020-04-03,4811,0,0,2020-03-25,21,0
Russia,3568-JJMFW,9314335308,2020-09-17,2020-10-17,6758,1,0,2020-10-04,17,0
Spain,8942-ERSWK,9314800674,2021-08-11,2021-09-10,3713,1,0,2021-09-11,31,1
Spain,6296-UKEUZ,9315531233,2020-07-22,2020-08-21,2977,0,0,2020-07-25,3,0
Spain,9250-VHLWY,9324391627,2020-10-22,2020-11-21,4741,1,0,2020-11-27,36,6
China,7841-HROAQ,9327462141,2021-10-16,2021-11-15,9061,0,0,2021-11-06,21,0
Russia,2824-HJQPP,9327668635,2020-04-05,2020-05-05,4499,0,0,2020-04-29,24,0
Russia,7695-NKUXM,9338042562,2020-05-07,2020-06-06,4576,1,0,2020-05-26,19,0
United States,7228-LEPPM,9339508583,2020-09-01,2020-10-01,6990,0,0,2020-10-06,35,5
Russia,2824-HJQPP,9340071189,2020-03-06,2020-04-05,5814,0,0,2020-03-23,17,0
Spain,3676-CQAIF,9343302864,2020-11-15,2020-12-15,5033,0,0,2020-12-23,38,8
China,5920-DPXLN,9344726527,2021-05-28,2021-06-27,6839,0,0,2021-06-10,13,0
China,3569-VJWXS,9346541006,2020-02-25,2020-03-26,5509,0,0,2020-03-22,26,0
Spain,0688-XNJRO,9359250752,2021-09-06,2021-10-06,2507,0,0,2021-10-04,28,0
Spain,6391-GBFQJ,9366628825,2021-12-02,2022-01-01,1805,0,0,2021-12-13,11,0
China,6160-HCSFI,9367388295,2021-04-24,2021-05-24,4395,0,0,2021-05-20,26,0
United States,2026-XLBER,9368067229,2021-10-27,2021-11-26,4517,0,0,2021-11-07,11,0
Russia,7946-HJDUR,9373791288,2020-03-31,2020-04-30,6057,0,0,2020-04-21,21,0
Spain,8690-EEBEO,9375684651,2020-11-06,2020-12-06,5027,0,0,2020-12-11,35,5
Spain,6391-GBFQJ,9380641705,2021-10-18,2021-11-17,861,0,0,2021-10-31,13,0
Russia,1604-LIFKX,9385395392,2020-03-08,2020-04-07,5441,0,0,2020-05-01,54,24
China,1080-NDGAE,9390786866,2021-02-24,2021-03-26,7462,1,0,2021-04-06,41,11
China,2676-DZINU,9393038918,2021-09-21,2021-10-21,7386,0,0,2021-10-08,17,0
China,7209-MDWKR,9394972219,2020-04-22,2020-05-22,7262,0,0,2020-05-28,36,6
France,3448-OWJOT,5411405629,2021-09-30,2021-10-30,7399,1,1,2021-10-27,27,0
France,4092-ZAVRG,9401804366,2020-02-11,2020-03-12,4362,0,0,2020-02-18,7,0
Russia,3568-JJMFW,9414806653,2020-07-18,2020-08-17,8479,1,0,2020-08-14,27,0
China,9174-IYKOC,9418503093,2021-06-02,2021-07-02,6065,0,0,2021-06-27,25,0
Russia,6627-ELFBK,9448816022,2021-02-16,2021-03-18,8293,0,0,2021-03-04,16,0
France,5164-VMYWJ,9455464141,2021-05-05,2021-06-04,6077,0,0,2021-06-04,30,0
France,2621-XCLEH,9465847338,2021-06-18,2021-07-18,3749,0,0,2021-07-17,29,0
France,5164-VMYWJ,9468928435,2020-11-15,2020-12-15,6262,0,0,2020-12-04,19,0
France,8389-TCXFQ,9469584989,2021-10-09,2021-11-08,5921,0,0,2021-11-04,26,0
China,0187-ERLSR,9471530987,2020-05-15,2020-06-14,7719,0,0,2020-05-28,13,0
France,9322-YCTQO,9482778673,2020-01-29,2020-02-28,9602,0,0,2020-03-18,49,19
United States,6831-FIODB,9485505932,2021-08-08,2021-09-07,4018,1,0,2021-09-22,45,15
Russia,3568-JJMFW,9493022226,2021-09-10,2021-10-10,8368,1,0,2021-10-04,24,0
United States,6077-FDQRK,9506308848,2021-03-24,2021-04-23,3337,0,0,2021-04-08,15,0
France,3448-OWJOT,5259704172,2021-10-03,2021-11-02,6474,1,1,2021-11-09,37,7
France,6833-ETVHD,9506990444,2021-05-01,2021-05-31,6529,0,0,2021-05-16,15,0
Russia,9181-HEKGV,9520565243,2021-07-12,2021-08-11,5248,0,0,2021-08-20,39,9
United States,7856-ODQFO,9532348315,2020-02-13,2020-03-14,4016,0,0,2020-03-04,20,0
France,9725-EZTEJ,4695028902,2021-10-05,2021-11-04,6405,1,0,2021-11-02,28,0
China,7209-MDWKR,9537610455,2020-10-15,2020-11-14,5585,0,0,2020-11-18,34,4
China,8156-PCYBM,9538369066,2020-09-24,2020-10-24,8549,0,0,2020-10-20,26,0
France,9725-EZTEJ,4584232854,2021-10-13,2021-11-12,8438,1,1,2021-11-02,20,0
Russia,1604-LIFKX,9543491185,2021-02-08,2021-03-10,8576,0,0,2021-03-19,39,9
Russia,5875-VZQCZ,9544605433,2020-11-11,2020-12-11,5787,0,0,2020-12-04,23,0
France,7600-OISKG,2328511433,2021-10-20,2021-11-19,7743,1,0,2021-11-12,23,0
United States,7050-KQLDO,9545237302,2021-05-14,2021-06-13,5983,0,0,2021-06-03,20,0
United States,0706-NRGUP,9546060439,2021-09-04,2021-10-04,1003,0,0,2021-10-04,30,0
United States,4460-ZXNDN,9551992852,2020-05-23,2020-06-22,7428,1,0,2020-07-18,56,26
Spain,9460-VAZGD,9555357249,2020-10-08,2020-11-07,3580,0,0,2020-10-29,21,0
United States,7260-ZHAKS,9565133328,2021-03-19,2021-04-18,8110,0,0,2021-04-11,23,0
Russia,3271-HYHDN,9566049241,2020-08-25,2020-09-24,3609,0,0,2020-08-31,6,0
Spain,7372-CESLR,9566496102,2021-06-04,2021-07-04,4454,0,0,2021-06-27,23,0
Spain,9250-VHLWY,9566884305,2021-07-22,2021-08-21,5121,0,0,2021-08-10,19,0
France,4640-FGEJI,9574377731,2020-09-25,2020-10-25,9351,0,0,2020-10-24,29,0
France,4632-QZOKX,8148770791,2021-10-21,2021-11-20,3628,1,1,2021-12-04,44,14
France,5284-DJOZO,9583697144,2020-02-23,2020-03-24,6759,0,0,2020-02-29,6,0
Spain,6177-VTITE,9584726059,2020-06-23,2020-07-23,4013,0,0,2020-07-14,21,0
Russia,6004-KITZM,9588957496,2021-09-08,2021-10-08,6986,0,0,2021-09-12,4,0
China,8820-BLYDZ,9590153054,2021-09-21,2021-10-21,7880,0,0,2021-09-26,5,0
Russia,7946-HJDUR,9598751206,2021-05-08,2021-06-07,4183,0,0,2021-06-05,28,0
Russia,8364-UWVLM,9611156539,2020-01-06,2020-02-05,7034,0,0,2020-02-06,31,1
Russia,8102-ABPKQ,9614769756,2021-08-14,2021-09-13,6073,1,0,2021-09-20,37,7
China,5196-TWQXF,9618979999,2021-09-30,2021-10-30,5425,0,0,2021-10-21,21,0
China,1080-NDGAE,9632048192,2020-07-09,2020-08-08,12828,1,0,2020-08-23,45,15
France,6833-ETVHD,9633035865,2020-11-01,2020-12-01,7881,0,0,2020-11-25,24,0
China,6632-CGYHU,9641285578,2020-05-23,2020-06-22,9198,0,0,2020-06-05,13,0
Spain,8690-EEBEO,9647514843,2020-05-25,2020-06-24,7104,0,0,2020-07-15,51,21
France,1447-YZKCL,9647532335,2020-12-08,2021-01-07,10590,0,0,2021-01-07,30,0
Russia,5613-UHVMG,9652079777,2020-04-17,2020-05-17,5493,1,0,2020-06-14,58,28
China,2423-QOKIO,9654364049,2020-09-01,2020-10-01,5558,0,0,2020-09-26,25,0
Russia,8887-NCUZC,9661947571,2021-10-21,2021-11-20,4409,0,0,2021-11-21,31,1
Russia,6627-ELFBK,9671446662,2021-07-06,2021-08-05,7245,1,0,2021-08-03,28,0
China,6708-DPYTF,9671863604,2021-02-24,2021-03-26,6464,0,0,2021-04-06,41,11
France,6833-ETVHD,9676303588,2020-01-23,2020-02-22,7833,0,0,2020-02-26,34,4
Russia,6004-KITZM,9677444633,2020-05-26,2020-06-25,4496,0,0,2020-06-14,19,0
China,0709-LZRJV,9685029181,2021-08-09,2021-09-08,6655,0,0,2021-09-11,33,3
Spain,3271-YDPUJ,9685874517,2021-06-21,2021-07-21,5251,0,0,2021-07-09,18,0
China,9174-IYKOC,9687805368,2020-02-24,2020-03-25,5204,0,0,2020-03-20,25,0
Russia,5924-UOPGH,9699349431,2020-05-24,2020-06-23,7108,0,0,2020-06-18,25,0
France,9725-EZTEJ,195093797,2021-11-02,2021-12-02,7873,1,1,2021-12-04,32,2
Russia,1604-LIFKX,9711993534,2020-06-29,2020-07-29,4262,0,0,2020-08-18,50,20
Spain,6177-VTITE,9712383291,2020-11-03,2020-12-03,2226,0,0,2020-11-15,12,0
United States,2687-XWAMA,9727346662,2021-09-18,2021-10-18,6096,0,0,2021-09-23,5,0
France,9117-LYRCE,9729507797,2020-10-25,2020-11-24,6131,0,0,2020-11-25,31,1
Russia,2824-HJQPP,9733725302,2020-03-27,2020-04-26,5873,0,0,2020-04-17,21,0
China,0187-ERLSR,9744145268,2020-05-21,2020-06-20,5165,0,0,2020-06-04,14,0
China,1080-NDGAE,9745775106,2020-11-17,2020-12-17,6409,0,0,2020-12-05,18,0
United States,0625-TNJFG,9759992761,2020-09-08,2020-10-08,5387,0,0,2020-10-02,24,0
United States,9323-NDIOV,9766114576,2021-11-26,2021-12-26,4071,0,0,2021-12-24,28,0
China,2676-DZINU,9769339571,2021-06-24,2021-07-24,6867,0,0,2021-07-03,9,0
Spain,7654-DOLHO,9769799106,2020-02-01,2020-03-02,2047,0,0,2020-03-10,38,8
Russia,5148-SYKLB,9773021858,2021-03-05,2021-04-04,7949,1,0,2021-04-27,53,23
